obs;week;l_housing_price;l_ipsa;l_monetary_policy_rate;l_cash_circulation;l_inflation;l_mortgage_interest_rate;l_csi_300;l_ftse_100;l_dow_jones
31/8/2015;201538;3.589981855;8.236867496;1.098612289;14.72026286;10.13678465;1.298262224;8.094608466;8.723502588;9.711079476
7/9/2015;201539;3.908348775;8.230321734;1.098612289;14.7525541;10.13834718;1.29349467;8.096464939;8.710177821;9.703751428
14/9/2015;201540;3.836428124;8.215537383;1.098612289;14.72848983;10.13995535;1.292737662;8.080417301;8.705794759;9.69676438
21/9/2015;201541;3.553514275;8.23307502;1.098612289;14.70980298;10.14155556;1.290302992;8.0992458;8.741404491;9.72468676
28/9/2015;201542;3.775286777;8.240749542;1.113090308;14.72545911;10.14289536;1.295360933;8.13515868;8.750678648;9.740209844
5/10/2015;201543;3.832161365;8.250942416;1.15943297;14.71890526;10.14408561;1.301348421;8.160241995;8.757117599;9.7550704
12/10/2015;201544;3.621506551;8.256871836;1.172927085;14.71339997;10.14523097;1.290733496;8.171354459;8.761472878;9.772746329
19/10/2015;201545;3.594952172;8.257463912;1.176940065;14.66753841;10.14636296;1.307410056;8.186226676;8.760583951;9.785774606
26/10/2015;201546;3.733159164;8.247815089;1.178140826;14.69868616;10.14743243;1.309510133;8.227956799;8.744550963;9.77778248
2/11/2015;201547;3.717959896;8.240916491;1.178500773;14.70214592;10.14840527;1.315203566;8.230442884;8.744031052;9.778407296
9/11/2015;201548;3.584998091;8.235425301;1.178608732;14.71367607;10.14934917;1.321935499;8.22437398;8.751213257;9.78456255
16/11/2015;201549;4.279038118;8.207222419;1.178641117;14.66315387;10.15028433;1.314463196;8.211267997;8.753298641;9.783582967
23/11/2015;201550;3.76561584;8.186839871;1.178650833;14.69744831;10.15108384;1.321577827;8.202356949;8.727962375;9.775105064
30/11/2015;201551;3.645629744;8.188602691;1.189365416;14.73581462;10.15136349;1.331939745;8.216346332;8.710629586;9.769639885
7/12/2015;201552;4.580742409;8.194741647;1.234162121;14.75335628;10.15144737;1.327307203;8.245127342;8.720540697;9.768096264
14/12/2015;201553;4.377353796;8.203381097;1.247218953;14.78060936;10.15147253;1.324727074;8.233556298;8.737473992;9.77217774
21/12/2015;201601;4.206713166;8.1923165;1.251102989;14.78094309;10.15148008;1.334119019;8.168957973;8.714981161;9.742856761
28/12/2015;201602;4.139933641;8.175540807;1.252265264;14.7993278;10.15148234;1.349025961;8.0972762;8.692132188;9.711739998
4/1/2016;201603;3.736163633;8.161675168;1.252613683;14.78212988;10.15148302;1.351655135;8.066797361;8.673741165;9.687251818
11/1/2016;201604;3.621003072;8.177453313;1.252718185;14.77617097;10.15148323;1.341022632;8.015660162;8.687006225;9.687063333
18/1/2016;201605;3.710022155;8.195164072;1.252749534;14.73083396;10.15148329;1.353607349;7.99791263;8.685563664;9.695903053
25/1/2016;201606;3.82575928;8.202004369;1.252758938;14.73848997;10.15174138;1.352681973;8.001776289;8.653198732;9.681461756
1/2/2016;201607;3.826954846;8.217806305;1.252761759;14.73782659;10.15264446;1.34771086;8.012087087;8.677266645;9.69647007
8/2/2016;201608;3.771089317;8.218657187;1.252762606;14.75337471;10.15375817;1.346608617;8.016648113;8.692329195;9.709932489
15/2/2016;201609;3.74929708;8.231243472;1.25276286;14.70561761;10.15493509;1.334430833;8.010011658;8.714219627;9.725351219
22/2/2016;201610;4.11556385;8.244672137;1.252762936;14.723388;10.15605559;1.343390449;8.022078392;8.718492746;9.738349253
29/2/2016;201611;4.004635519;8.259050218;1.252762959;14.73097203;10.1568877;1.343598269;8.035273665;8.725474396;9.755642092
7/3/2016;201612;4.137540513;8.270363108;1.252762966;14.74385982;10.15761077;1.342094313;8.06436403;8.726943194;9.767938092
14/3/2016;201613;4.276026533;8.273995379;1.252762968;14.73702719;10.15830115;1.330923942;8.067254468;8.725882059;9.776235593
21/3/2016;201614;4.009367285;8.272849187;1.252762968;14.71832071;10.1589854;1.33490428;8.076199192;8.724912089;9.777221778
28/3/2016;201615;4.239367955;8.2787827;1.252762968;14.74037122;10.15978806;1.335730829;8.083702197;8.741663172;9.784121618
4/4/2016;201616;3.880375444;8.285915349;1.252762968;14.73474646;10.16068093;1.338247683;8.074033193;8.75432329;9.795041163
11/4/2016;201617;3.750076141;8.288463829;1.252762968;14.72363098;10.1616008;1.327841026;8.064142114;8.748552284;9.794188924
18/4/2016;201618;3.692614867;8.293393703;1.252762968;14.67825912;10.1625289;1.337684141;8.067086537;8.729892889;9.786730667
25/4/2016;201619;3.628505815;8.294176666;1.252762968;14.69982918;10.16338274;1.334414349;8.042348109;8.724247893;9.783745051
2/5/2016;201620;4.024432565;8.287560239;1.252762968;14.69236554;10.16411234;1.331259981;8.035144416;8.722958514;9.775733955
9/5/2016;201621;4.048432653;8.283762794;1.252762968;14.69325807;10.16480465;1.328133593;8.030544995;8.733013113;9.78164197
16/5/2016;201622;4.339253124;8.279980852;1.252762968;14.65189966;10.16548588;1.32957051;8.047982804;8.733023886;9.785584604
23/5/2016;201623;4.037602784;8.287929565;1.252762968;14.64208018;10.16614567;1.327184062;8.058180975;8.737184966;9.792146994
30/5/2016;201624;3.847656934;8.284432175;1.252762968;14.66144487;10.16668783;1.325689607;8.043272167;8.708814954;9.784231288
6/6/2016;201625;3.707635585;8.289452329;1.252762968;14.66540045;10.16717685;1.328434623;8.042530671;8.729140321;9.784777037
13/6/2016;201626;3.670815977;8.290037951;1.252762968;14.65047386;10.16764993;1.321524618;8.04988846;8.744041423;9.779382963
20/6/2016;201627;3.87693836;8.295118423;1.252762968;14.64316181;10.16812438;1.322784469;8.066015724;8.772416661;9.790601582
27/6/2016;201628;3.915199062;8.305356136;1.252762968;14.68144633;10.16880446;1.319001477;8.083037057;8.795763495;9.811112924
4/7/2016;201629;4.258056764;8.319051129;1.252762968;14.68588822;10.16963954;1.321274466;8.08434422;8.806747545;9.823313017
11/7/2016;201630;4.007114161;8.325521993;1.252762968;14.70583554;10.1705211;1.312194375;8.081202361;8.81164618;9.823556032
18/7/2016;201631;3.887902152;8.322241152;1.252762968;14.66760325;10.17141652;1.325327816;8.072512074;8.810552266;9.820905503
25/7/2016;201632;3.594874111;8.327729837;1.252762968;14.69266082;10.17221964;1.328551815;8.082783888;8.827826971;9.826019615
1/8/2016;201633;4.009441593;8.329672496;1.252762968;14.69988573;10.17278272;1.328834553;8.111886933;8.834269691;9.828788757
8/8/2016;201634;3.722372871;8.331753276;1.252762968;14.72313996;10.17326744;1.319918309;8.110004938;8.831412605;9.825764859
15/8/2016;201635;4.334734897;8.328641899;1.252762968;14.69538223;10.17372871;1.307325139;8.106856237;8.827803506;9.823851419
22/8/2016;201636;4.400443723;8.324373062;1.252762968;14.70375776;10.17416342;1.321665673;8.110019285;8.829469954;9.821512415
29/8/2016;201637;4.136568861;8.314018242;1.252762968;14.72160506;10.17435825;1.312135355;8.094382513;8.81537862;9.811074576
5/9/2016;201638;3.937964821;8.314411466;1.252762968;14.73264473;10.1744167;1.297439107;8.093265799;8.828070515;9.811265618
12/9/2016;201639;4.057307384;8.309668245;1.252762968;14.74876571;10.17443423;1.289357362;8.085871576;8.831722184;9.810679714
19/9/2016;201640;4.187229463;8.310477524;1.252762968;14.70771622;10.17443949;1.302859992;8.090516299;8.849856109;9.811259126
26/9/2016;201641;4.448838402;8.319785739;1.252762968;14.72651884;10.17462149;1.277224854;8.098722841;8.856195204;9.808565243
3/10/2016;201642;4.025334928;8.33948073;1.252762968;14.71392641;10.17499201;1.270386796;8.103412473;8.854762719;9.80713767
10/10/2016;201643;3.970150741;8.357615407;1.252762968;14.72275507;10.17541899;1.263217633;8.113819276;8.852893698;9.807968852
17/10/2016;201644;3.799721916;8.353803957;1.252762968;14.70532561;10.17586289;1.25591086;8.115761433;8.837312007;9.800764865
24/10/2016;201645;3.704531978;8.353220086;1.252762968;14.72470956;10.17631403;1.259684813;8.122206224;8.83094882;9.820731991
31/10/2016;201646;4.04583175;8.339678783;1.252762968;14.72214095;10.17677508;1.258855777;8.134658939;8.82380835;9.838622923
7/11/2016;201647;3.798272109;8.344535224;1.252762968;14.73175762;10.17723975;1.254448015;8.148558265;8.826173024;9.850136613
14/11/2016;201648;3.762696756;8.342840528;1.252762968;14.72861263;10.17770546;1.254578437;8.166179966;8.821806088;9.856765043
21/11/2016;201649;3.978668451;8.347575457;1.252762968;14.7116383;10.17816119;1.2610248;8.15694119;8.830280158;9.870996132
28/11/2016;201650;4.243737461;8.350294018;1.252762968;14.73963731;10.17849013;1.274344597;8.134291308;8.843051715;9.888150506
5/12/2016;201651;3.849085845;8.335315521;1.252762968;14.73022477;10.17874687;1.27652595;8.116595827;8.855184797;9.89646324
12/12/2016;201652;4.106856579;8.322591707;1.252762968;14.75610342;10.17897048;1.280909527;8.108223673;8.866346506;9.895767545
19/12/2016;201701;3.830105132;8.330584587;1.252762968;14.72471205;10.17920688;1.29825656;8.11553634;8.876554754;9.898429032
26/12/2016;201702;4.075321675;8.339716805;1.252762968;14.7560105;10.17923248;1.28083589;8.114026495;8.888669754;9.89827772
2/1/2017;201703;3.914919293;8.350071818;1.242712633;14.7510259;10.17892372;1.27897286;8.112531197;8.8878033;9.894813632
9/1/2017;201704;4.187308162;8.358828765;1.198306783;14.74536029;10.17851466;1.281826407;8.120282892;8.879973104;9.900723132
16/1/2017;201705;4.246006321;8.351025781;1.184591188;14.69643294;10.17807546;1.282473587;8.120807096;8.874529877;9.900432419
23/1/2017;201706;4.161164817;8.35788066;1.180439557;14.67309942;10.177773;1.27750135;8.125511085;8.880340357;9.907037842
30/1/2017;201707;4.203217791;8.372597967;1.179190699;14.6721196;10.17840955;1.270125439;8.136149681;8.889674805;9.923753533
6/2/2017;201708;3.929033066;8.378187265;1.178815737;14.67785601;10.17947346;1.267902015;8.148874102;8.891770009;9.936642085
13/2/2017;201709;4.118821433;8.384620906;1.178703221;14.65890756;10.1806655;1.261302668;8.145754006;8.897463113;9.946097181
20/2/2017;201710;4.154881651;8.399191969;1.178669464;14.67278389;10.18182763;1.253335684;8.144148252;8.899657862;9.947055663
27/2/2017;201711;4.177525816;8.420092525;1.167831745;14.66790682;10.18256003;1.250933159;8.147796649;8.905127777;9.947491214
6/3/2017;201712;4.247181491;8.445229277;1.119885805;14.6625769;10.18309551;1.240135131;8.149367603;8.904406891;9.940701585
13/3/2017;201713;3.972459927;8.469627323;1.105041997;14.66208281;10.18357201;1.240928687;8.149363654;8.902147792;9.937404914
20/3/2017;201714;4.141462039;8.482390481;1.100545546;14.62428011;10.1840307;1.243187914;8.159549995;8.899287014;9.936435057
27/3/2017;201715;4.446791645;8.489002267;1.099192658;14.66386437;10.18467636;1.231683542;8.161546583;8.901292037;9.933677367
3/4/2017;201716;4.378538042;8.484278104;1.038693298;14.68580148;10.18552217;1.240429582;8.153478184;8.880314606;9.93113498
10/4/2017;201717;3.92182718;8.483032809;1.019805974;14.69834089;10.18642796;1.224695442;8.146470638;8.886621592;9.943677535
17/4/2017;201718;4.03696764;8.486714292;1.014069507;14.65150583;10.18735174;1.230207303;8.137400765;8.888843674;9.948231617
24/4/2017;201719;3.988200142;8.483232055;1.01234213;14.68665949;10.18817792;1.22468139;8.124670428;8.900308428;9.949376802
1/5/2017;201720;3.943988729;8.483909753;0.999017244;14.67687236;10.18874845;1.215780171;8.131117172;8.91387996;9.944958517
8/5/2017;201721;4.178851624;8.486379146;0.941835087;14.67170206;10.18923536;1.208923733;8.140658011;8.921190152;9.950143631
15/5/2017;201722;4.058687151;8.491960426;0.924022785;14.64779867;10.1896972;1.206857601;8.15306659;8.925431064;9.954873053
22/5/2017;201723;4.265308459;8.49277352;0.918616632;14.63797367;10.19014229;1.191461552;8.163592329;8.923614772;9.95935529
29/5/2017;201724;4.110297673;8.489965153;0.91698907;14.68889996;10.19047023;1.184657465;8.170967507;8.920509124;9.965539394
5/6/2017;201725;4.540551221;8.477431958;0.916500285;14.70903822;10.19073187;1.19539714;8.179540976;8.918416214;9.970765494
12/6/2017;201726;4.419421615;8.468803531;0.916353602;14.72097192;10.1909736;1.190115535;8.198532314;8.910714661;9.969797794
19/6/2017;201727;4.016715781;8.478663254;0.916309593;14.72013712;10.19120938;1.179958239;8.201166166;8.905702486;9.971492756
26/6/2017;201728;4.057766006;8.498414806;0.91629639;14.76441677;10.19098816;1.172566186;8.206808915;8.906443282;9.974779949
3/7/2017;201729;3.935573159;8.51634444;0.916292429;14.74266506;10.19028839;1.170337873;8.214715142;8.911537493;9.97899189
10/7/2017;201730;3.967208764;8.523128624;0.916291241;14.74285068;10.189445;1.164220373;8.219549254;8.911367033;9.983019048
17/7/2017;201731;4.280714212;8.530660069;0.916290885;14.6926509;10.1885584;1.156889791;8.224828155;8.913528394;9.99402749
24/7/2017;201732;4.251972276;8.533494588;0.916290778;14.71957431;10.18785261;1.152471551;8.220728338;8.915663144;9.997080894
31/7/2017;201733;4.032631287;8.536005816;0.916290746;14.7241594;10.18789849;1.164338373;8.219299002;8.908949106;9.994729103
7/8/2017;201734;3.955832088;8.541445208;0.916290736;14.73628718;10.18822808;1.16569156;8.227572983;8.907099945;9.991269173
14/8/2017;201735;3.947555059;8.54699366;0.916290733;14.72317553;10.18864282;1.159532466;8.244283313;8.907927853;9.993362921
21/8/2017;201736;4.19428888;8.541757644;0.916290732;14.74372446;10.18908325;1.172956534;8.25084441;8.907197178;9.990322993
28/8/2017;201737;3.888487585;8.547878188;0.916290732;14.75810894;10.18953846;1.157340148;8.251324999;8.903021095;10.00139324
4/9/2017;201738;3.760628417;8.563682479;0.916290732;14.75048192;10.19000133;1.150394145;8.252410967;8.895458392;10.01110581
11/9/2017;201739;3.806387501;8.571326254;0.916290732;14.77413079;10.19046657;1.161534311;8.250017543;8.897420054;10.01327303
18/9/2017;201740;4.076821733;8.591705382;0.916290732;14.72126189;10.19093244;1.158279406;8.256408594;8.91337254;10.02453758
25/9/2017;201741;4.039225299;8.601125932;0.916290732;14.73750843;10.19112309;1.181216275;8.265364551;8.923089506;10.03262456
2/10/2017;201742;3.793156154;8.608794103;0.916290732;14.72364475;10.19086381;1.183719212;8.272339702;8.925253545;10.04375327
9/10/2017;201743;3.72499777;8.614823141;0.916290732;14.72788414;10.19046956;1.180176956;8.28344532;8.923246005;10.05477883
16/10/2017;201744;3.674478559;8.619371787;0.916290732;14.69718099;10.19003486;1.18768641;8.290981601;8.924410833;10.0600773
23/10/2017;201745;3.836726615;8.610563071;0.916290732;14.70873161;10.18974633;1.185659794;8.30396492;8.923598478;10.06367157
30/10/2017;201746;3.738707848;8.589402406;0.916290732;14.70862096;10.19047853;1.189322101;8.315255821;8.912997463;10.06107011
6/11/2017;201747;4.063017082;8.552434478;0.916290732;14.69295219;10.19167546;1.209394907;8.327754485;8.911247548;10.06443638
13/11/2017;201748;4.019726013;8.531605913;0.916290732;14.71946137;10.19301169;1.217413126;8.309938133;8.907288728;10.0786353
20/11/2017;201749;3.914180755;8.51155641;0.916290732;14.69354149;10.19437297;1.221870987;8.30055818;8.903512484;10.09037562
27/11/2017;201750;4.042538877;8.530750201;0.916290732;14.72259858;10.19518983;1.231410713;8.300976226;8.914868609;10.10242392
4/12/2017;201751;4.051848256;8.593894418;0.916290732;14.70958223;10.19559277;1.236290262;8.302176318;8.9259802;10.11269521
11/12/2017;201752;3.92351852;8.610996811;0.916290732;14.73738491;10.19441163;1.255856846;8.301236241;8.93697274;10.11596331
18/12/2017;201801;4.109851664;8.629901916;0.930193637;14.75521689;10.19816872;1.233508383;8.316365341;8.926368835;10.11466936
25/12/2017;201802;3.910027081;8.643859109;0.920481936;14.78186722;10.19696066;1.23488295;8.334562852;8.946222603;10.13654343
1/1/2018;201803;4.045869066;8.659978582;0.917549939;14.78796443;10.19675597;1.243402964;8.349963201;8.951461386;10.15713583
8/1/2018;201804;4.726711947;8.666150283;0.91666866;14.78270463;10.19685255;1.253967342;8.373039807;8.947395203;10.17231148
15/1/2018;201805;4.16981832;8.672605518;0.916404125;14.74625678;10.19703953;1.263071186;8.363527525;8.934338532;10.16979897
22/1/2018;201806;3.948742684;8.652671516;0.916324751;14.7350543;10.19729742;1.261830196;8.326519644;8.898240381;10.12420018
29/1/2018;201807;4.028472399;8.633978923;0.916300938;14.7520736;10.19810191;1.265415129;8.291855022;8.888497683;10.12340529
5/2/2018;201808;3.874107404;8.643417034;0.916293794;14.74983433;10.19921625;1.268458902;8.304174794;8.889119249;10.12590966
12/2/2018;201809;3.811931096;8.634112271;0.91629165;14.7406781;10.20042341;1.261470873;8.306357216;8.884986308;10.12806874
19/2/2018;201810;3.713719955;8.627841843;0.916291007;14.73375976;10.20160487;1.255383311;8.308433088;8.879831454;10.1258931
26/2/2018;201811;3.758803506;8.631891005;0.916290815;14.74349717;10.20213709;1.253549792;8.313769878;8.877143653;10.1250866
5/3/2018;201812;3.823517875;8.622430247;0.916290757;14.73115166;10.2022967;1.268868712;8.304806517;8.861118388;10.10643029
12/3/2018;201813;3.860676578;8.613456901;0.916290739;14.7365783;10.20234458;1.249628904;8.277147126;8.855662174;10.09212603
19/3/2018;201814;3.841640087;8.619635779;0.916290734;14.71656652;10.20235894;1.255819545;8.265533931;8.865386341;10.08991741
26/3/2018;201815;4.074358717;8.629163087;0.916290733;14.7309964;10.20250312;1.253680923;8.267350168;8.881638276;10.09528095
2/4/2018;201816;4.120292092;8.638192026;0.916290732;14.72603199;10.20287273;1.251036993;8.246405042;8.890271118;10.10730561
9/4/2018;201817;4.033496428;8.643110943;0.916290732;14.74640205;10.20330999;1.248235388;8.242043384;8.906001468;10.09918079
16/4/2018;201818;4.029795202;8.64263197;0.916290732;14.69833941;10.20376753;1.231176443;8.238311177;8.920363553;10.09204381
23/4/2018;201819;3.830626753;8.643299016;0.916290732;14.71655486;10.20426102;1.236220329;8.254268342;8.937120679;10.10403115
30/4/2018;201820;3.873590344;8.646546774;0.916290732;14.71095414;10.20487361;1.245816932;8.264174568;8.949711129;10.11313793
7/5/2018;201821;3.870715425;8.635899835;0.916290732;14.72221617;10.20553084;1.238586363;8.261083461;8.957741089;10.11865503
14/5/2018;201822;4.244260707;8.618969892;0.916290732;14.72851274;10.2062015;1.217940672;8.245854421;8.949393542;10.11068327
21/5/2018;201823;3.909200281;8.61621892;0.916290732;14.69028835;10.20687654;1.217895199;8.247393075;8.949572291;10.12366109
28/5/2018;201825;3.815990379;8.602384357;0.916290732;14.71174476;10.20805282;1.215808415;8.209451298;8.941880281;10.11666512
4/6/2018;201826;3.909245465;8.581346492;0.916290732;14.71677193;10.20889488;1.192074073;8.174874514;8.936265198;10.10173826
11/6/2018;201827;3.743430249;8.572293266;0.916290732;14.68041946;10.20963674;1.21644622;8.140193026;8.934816852;10.09996969
18/6/2018;201828;3.719488516;8.57545069;0.916290732;14.7128814;10.21020665;1.209124969;8.146706486;8.9408191;10.11498036
25/6/2018;201830;3.8741755;8.591910023;0.916290732;14.73740047;10.21069354;1.206918101;8.166095222;8.944484538;10.13253806
2/7/2018;201831;3.700533689;8.593660232;0.916290732;14.71910715;10.21099758;1.199949614;8.148782215;8.944668409;10.13866538
9/7/2018;201832;3.539804133;8.58289065;0.916290732;14.71228615;10.21130465;1.193614812;8.126824712;8.948916952;10.1443143
16/7/2018;201835;3.294467435;8.574666458;0.916290732;14.74679953;10.21323263;1.161491768;8.125115222;8.933587492;10.16046809
23/7/2018;201836;3.82596932;8.560170232;0.916290732;14.70759783;10.2144415;1.177857337;8.109793738;8.915521097;10.16315969
30/7/2018;201837;3.558297267;8.568136025;0.916290732;14.76915638;10.21526088;1.17625908;8.088550115;8.900719646;10.16573293
6/8/2018;201838;3.728280737;8.593449189;0.916290732;14.78527729;10.2158329;1.173616719;8.098074773;8.902716179;10.17714236
13/8/2018;201839;3.48937472;8.585798613;0.916290732;14.81936438;10.2163309;1.161931327;8.12366218;8.917338664;10.18171966
20/8/2018;201840;3.449995041;8.579913477;0.916290732;14.77992962;10.21680659;1.158398916;8.112642847;8.915767385;10.18831629
27/8/2018;201841;3.332856827;8.56837331;0.916290732;14.77571078;10.21732078;1.157336754;8.090328553;8.884787327;10.16679188
3/9/2018;201842;3.017191106;8.55069594;0.93363937;14.77832052;10.21794552;1.157017886;8.055896892;8.867453509;10.15301819
10/9/2018;201843;2.945892889;8.54502729;0.988843925;14.80063249;10.21860641;1.154718612;8.066859715;8.855920955;10.13331488
